FLIGHT NUMBER,DEP,ARR,DATE,TIME,WEEKDAY,PAX TRUE,PAX FALSE,PAX TOTAL
HT4540,DUS,RHO,2025-04-19,12:55,5,200,27,227
HT7614,CAG,FCO,2025-04-19,13:45,5,64,58,122
HT8601,DUB,LHR,2025-04-19,14:30,5,85,94,179
HT2087,MLA,FCO,2025-04-19,15:35,5,129,3,132
HT1650,FCO,CAG,2025-04-19,16:45,5,129,6,135
HT1234,LHR,DUB,2025-04-19,17:10,5,122,42,164
HT1517,FCO,MLA,2025-04-19,17:55,5,118,17,135
HT7614,CAG,FCO,2025-04-19,18:00,5,114,20,134
HT1028,LHR,TLS,2025-04-19,18:10,5,193,9,202
HT3704,TLS,LHR,2025-04-19,19:25,5,145,22,167
HT8601,DUB,LHR,2025-04-19,19:30,5,153,7,160
HT0928,TFN,LPA,2025-04-19,19:55,5,30,24,54
HT9943,SSH,MXP,2025-04-19,20:20,5,404,46,450
HT0922,LPA,TFN,2025-04-19,20:35,5,28,26,54
HT1255,RHO,DUS,2025-04-19,20:40,5,175,9,184
HT1028,LHR,TLS,2025-04-19,21:25,5,96,25,121
HT1385,BCN,TFN,2025-04-19,23:15,5,75,21,96
HT3704,TLS,LHR,2025-04-19,23:30,5,114,3,117
HT0928,TFN,LPA,2025-04-20,05:20,6,66,3,69
HT0922,LPA,TFN,2025-04-20,06:00,6,42,6,48
HT0928,TFN,LPA,2025-04-20,12:00,6,27,29,56
HT3677,TFN,BCN,2025-04-20,12:30,6,97,3,100
HT0922,LPA,TFN,2025-04-20,12:40,6,33,23,56
HT4540,DUS,RHO,2025-04-20,12:55,6,211,1,212
HT8069,MDA,CDG,2025-04-20,14:00,6,242,14,256
HT4125,CDG,MAD,2025-04-20,16:05,6,227,4,231
HT8069,MDA,CDG,2025-04-20,18:10,6,189,8,197
HT0928,TFN,LPA,2025-04-20,19:55,6,33,24,57
HT4125,CDG,MAD,2025-04-20,20:15,6,132,118,250
HT0922,LPA,TFN,2025-04-20,20:35,6,38,33,71
HT1255,RHO,DUS,2025-04-20,20:40,6,180,27,207
HT1385,BCN,TFN,2025-04-20,23:15,6,70,12,82
HT0928,TFN,LPA,2025-04-21,05:20,0,53,8,61
HT0922,LPA,TFN,2025-04-21,06:00,0,57,2,59
HT7636,OPO,FNC,2025-04-21,06:00,0,150,6,156
HT1650,FCO,CAG,2025-04-21,06:15,0,55,54,109
HT1234,LHR,DUB,2025-04-21,07:10,0,90,57,147
HT7614,CAG,FCO,2025-04-21,07:30,0,54,42,96
HT2087,MLA,FCO,2025-04-21,08:20,0,72,10,82
HT8601,DUB,LHR,2025-04-21,09:30,0,123,23,146
HT6578,PRG,MXP,2025-04-21,10:35,0,127,9,136
HT1517,FCO,MLA,2025-04-21,11:00,0,108,18,126
HT0928,TFN,LPA,2025-04-21,12:00,0,35,32,67
HT3245,MXP,PRG,2025-04-21,12:00,0,152,10,162
HT1234,LHR,DUB,2025-04-21,12:10,0,78,76,154
HT1650,FCO,CAG,2025-04-21,12:30,0,69,55,124
HT0922,LPA,TFN,2025-04-21,12:40,0,33,25,58
HT7614,CAG,FCO,2025-04-21,13:45,0,57,70,127
HT8601,DUB,LHR,2025-04-21,14:30,0,79,55,134
HT2087,MLA,FCO,2025-04-21,15:35,0,106,23,129
HT1650,FCO,CAG,2025-04-21,16:45,0,75,58,133
HT1234,LHR,DUB,2025-04-21,17:10,0,86,10,96
HT6578,PRG,MXP,2025-04-21,17:45,0,142,72,214
HT1517,FCO,MLA,2025-04-21,17:55,0,90,39,129
HT7614,CAG,FCO,2025-04-21,18:00,0,84,48,132
HT4447,FNC,OPO,2025-04-21,19:00,0,113,8,121
HT8601,DUB,LHR,2025-04-21,19:30,0,92,3,95
HT0928,TFN,LPA,2025-04-21,19:55,0,28,36,64
HT3245,MXP,PRG,2025-04-21,19:55,0,189,17,206
HT0922,LPA,TFN,2025-04-21,20:35,0,28,38,66
HT0928,TFN,LPA,2025-04-22,05:20,1,31,27,58
HT0922,LPA,TFN,2025-04-22,06:00,1,37,2,39
HT1234,LHR,DUB,2025-04-22,07:10,1,130,37,167
HT8601,DUB,LHR,2025-04-22,09:30,1,106,0,106
HT6578,PRG,MXP,2025-04-22,10:35,1,127,22,149
HT0928,TFN,LPA,2025-04-22,12:00,1,30,26,56
HT3245,MXP,PRG,2025-04-22,12:00,1,203,14,217
HT1234,LHR,DUB,2025-04-22,12:10,1,86,74,160
HT0922,LPA,TFN,2025-04-22,12:40,1,29,38,67
HT8069,MDA,CDG,2025-04-22,14:00,1,238,0,238
HT8601,DUB,LHR,2025-04-22,14:30,1,65,102,167
HT4125,CDG,MAD,2025-04-22,16:05,1,181,7,188
HT1234,LHR,DUB,2025-04-22,17:10,1,134,35,169
HT6578,PRG,MXP,2025-04-22,17:45,1,95,7,102
HT8069,MDA,CDG,2025-04-22,18:10,1,262,22,284
HT8601,DUB,LHR,2025-04-22,19:30,1,115,45,160
HT0928,TFN,LPA,2025-04-22,19:55,1,37,34,71
HT3245,MXP,PRG,2025-04-22,19:55,1,245,2,247
HT4125,CDG,MAD,2025-04-22,20:15,1,154,132,286
HT0922,LPA,TFN,2025-04-22,20:35,1,25,31,56
HT0928,TFN,LPA,2025-04-23,05:20,2,64,0,64
HT0922,LPA,TFN,2025-04-23,06:00,2,32,6,38
HT1650,FCO,CAG,2025-04-23,06:15,2,109,12,121
HT7614,CAG,FCO,2025-04-23,07:30,2,97,10,107
HT7132,MXP,SSH,2025-04-23,07:30,2,381,69,450
HT0928,TFN,LPA,2025-04-23,12:00,2,36,32,68
HT1650,FCO,CAG,2025-04-23,12:30,2,61,58,119
HT0922,LPA,TFN,2025-04-23,12:40,2,27,31,58
HT7614,CAG,FCO,2025-04-23,13:45,2,68,66,134
HT1650,FCO,CAG,2025-04-23,16:45,2,57,52,109
HT7614,CAG,FCO,2025-04-23,18:00,2,116,7,123
HT0928,TFN,LPA,2025-04-23,19:55,2,37,26,63
HT9943,SSH,MXP,2025-04-23,20:20,2,432,18,450
HT0922,LPA,TFN,2025-04-23,20:35,2,34,23,57
HT9072,PMI,RIX,2025-04-24,03:15,3,209,21,230
HT0928,TFN,LPA,2025-04-24,05:20,3,49,0,49
HT0922,LPA,TFN,2025-04-24,06:00,3,33,35,68
HT7636,OPO,FNC,2025-04-24,06:00,3,72,9,81
HT1234,LHR,DUB,2025-04-24,07:10,3,119,10,129
HT8601,DUB,LHR,2025-04-24,09:30,3,94,60,154
HT6578,PRG,MXP,2025-04-24,10:35,3,184,9,193
HT0928,TFN,LPA,2025-04-24,12:00,3,30,40,70
HT3245,MXP,PRG,2025-04-24,12:00,3,257,6,263
HT1234,LHR,DUB,2025-04-24,12:10,3,82,59,141
HT0922,LPA,TFN,2025-04-24,12:40,3,36,34,70
HT8069,MDA,CDG,2025-04-24,14:00,3,193,24,217
HT8601,DUB,LHR,2025-04-24,14:30,3,98,67,165
HT4125,CDG,MAD,2025-04-24,16:05,3,265,12,277
HT1234,LHR,DUB,2025-04-24,17:10,3,74,7,81
HT6578,PRG,MXP,2025-04-24,17:45,3,101,108,209
HT8069,MDA,CDG,2025-04-24,18:10,3,280,7,287
HT1839,RIX,PMI,2025-04-24,18:45,3,229,1,230
HT4447,FNC,OPO,2025-04-24,19:00,3,93,4,97
HT8601,DUB,LHR,2025-04-24,19:30,3,92,29,121
HT0928,TFN,LPA,2025-04-24,19:55,3,38,32,70
HT3245,MXP,PRG,2025-04-24,19:55,3,278,3,281
HT4125,CDG,MAD,2025-04-24,20:15,3,289,0,289
HT0922,LPA,TFN,2025-04-24,20:35,3,36,32,68
HT4505,BUD,KEF,2025-04-25,04:00,4,165,10,175
HT4858,LPL,LCA,2025-04-25,04:30,4,337,10,347
HT0928,TFN,LPA,2025-04-25,05:20,4,68,3,71
HT0922,LPA,TFN,2025-04-25,06:00,4,48,9,57
HT1650,FCO,CAG,2025-04-25,06:15,4,86,3,89
HT1234,LHR,DUB,2025-04-25,07:10,4,148,17,165
HT7614,CAG,FCO,2025-04-25,07:30,4,127,1,128
HT2087,MLA,FCO,2025-04-25,08:20,4,120,14,134
HT8601,DUB,LHR,2025-04-25,09:30,4,146,17,163
HT1517,FCO,MLA,2025-04-25,11:00,4,120,11,131
HT0928,TFN,LPA,2025-04-25,12:00,4,33,32,65
HT1234,LHR,DUB,2025-04-25,12:10,4,72,77,149
HT1650,FCO,CAG,2025-04-25,12:30,4,70,61,131
HT3677,TFN,BCN,2025-04-25,12:30,4,140,5,145
HT0922,LPA,TFN,2025-04-25,12:40,4,27,35,62
HT7614,CAG,FCO,2025-04-25,13:45,4,47,54,101
HT8069,MDA,CDG,2025-04-25,14:00,4,143,3,146
HT8601,DUB,LHR,2025-04-25,14:30,4,79,88,167
HT5089,LCA,LPL,2025-04-25,15:05,4,205,34,239
HT2087,MLA,FCO,2025-04-25,15:35,4,93,16,109
HT4125,CDG,MAD,2025-04-25,16:05,4,166,2,168
HT1650,FCO,CAG,2025-04-25,16:45,4,98,6,104
HT1234,LHR,DUB,2025-04-25,17:10,4,117,52,169
HT5996,KEF,BUD,2025-04-25,17:50,4,149,26,175
HT1517,FCO,MLA,2025-04-25,17:55,4,118,13,131
HT7614,CAG,FCO,2025-04-25,18:00,4,124,3,127
HT8069,MDA,CDG,2025-04-25,18:10,4,244,23,267
HT1028,LHR,TLS,2025-04-25,18:10,4,209,1,210
HT3704,TLS,LHR,2025-04-25,19:25,4,188,4,192
HT8601,DUB,LHR,2025-04-25,19:30,4,101,50,151
HT0928,TFN,LPA,2025-04-25,19:55,4,34,31,65
HT4125,CDG,MAD,2025-04-25,20:15,4,263,12,275
HT0922,LPA,TFN,2025-04-25,20:35,4,37,26,63
HT1028,LHR,TLS,2025-04-25,21:25,4,86,3,89
HT1385,BCN,TFN,2025-04-25,23:15,4,93,1,94
HT3704,TLS,LHR,2025-04-25,23:30,4,180,30,210
HT0928,TFN,LPA,2025-04-26,05:20,5,30,10,40
HT0922,LPA,TFN,2025-04-26,06:00,5,33,17,50
HT1650,FCO,CAG,2025-04-26,06:15,5,84,28,112
HT1234,LHR,DUB,2025-04-26,07:10,5,138,35,173
HT7614,CAG,FCO,2025-04-26,07:30,5,71,35,106
HT7132,MXP,SSH,2025-04-26,07:30,5,384,66,450
HT2087,MLA,FCO,2025-04-26,08:20,5,121,0,121
HT8601,DUB,LHR,2025-04-26,09:30,5,80,73,153
HT1517,FCO,MLA,2025-04-26,11:00,5,89,17,106
HT0928,TFN,LPA,2025-04-26,12:00,5,34,32,66
HT1234,LHR,DUB,2025-04-26,12:10,5,90,58,148
HT1650,FCO,CAG,2025-04-26,12:30,5,48,83,131
HT3677,TFN,BCN,2025-04-26,12:30,5,95,16,111
HT0922,LPA,TFN,2025-04-26,12:40,5,28,23,51
HT4540,DUS,RHO,2025-04-26,12:55,5,207,20,227
HT7614,CAG,FCO,2025-04-26,13:45,5,52,73,125
HT8601,DUB,LHR,2025-04-26,14:30,5,92,54,146
HT2087,MLA,FCO,2025-04-26,15:35,5,130,3,133
HT1650,FCO,CAG,2025-04-26,16:45,5,112,20,132
HT1234,LHR,DUB,2025-04-26,17:10,5,174,4,178
HT1517,FCO,MLA,2025-04-26,17:55,5,68,14,82
HT7614,CAG,FCO,2025-04-26,18:00,5,83,32,115
HT1028,LHR,TLS,2025-04-26,18:10,5,189,10,199
HT3704,TLS,LHR,2025-04-26,19:25,5,139,3,142
HT8601,DUB,LHR,2025-04-26,19:30,5,95,51,146
HT0928,TFN,LPA,2025-04-26,19:55,5,25,30,55
HT9943,SSH,MXP,2025-04-26,20:20,5,391,59,450
HT0922,LPA,TFN,2025-04-26,20:35,5,25,35,60
HT1255,RHO,DUS,2025-04-26,20:40,5,165,29,194
HT1028,LHR,TLS,2025-04-26,21:25,5,104,12,116
HT1385,BCN,TFN,2025-04-26,23:15,5,143,2,145
HT3704,TLS,LHR,2025-04-26,23:30,5,109,5,114
HT0928,TFN,LPA,2025-04-27,05:20,6,69,1,70
HT0922,LPA,TFN,2025-04-27,06:00,6,42,22,64
HT0928,TFN,LPA,2025-04-27,12:00,6,31,25,56
HT3677,TFN,BCN,2025-04-27,12:30,6,88,6,94
HT0922,LPA,TFN,2025-04-27,12:40,6,34,32,66
HT4540,DUS,RHO,2025-04-27,12:55,6,210,6,216
HT8069,MDA,CDG,2025-04-27,14:00,6,277,13,290
HT4125,CDG,MAD,2025-04-27,16:05,6,224,19,243
HT8069,MDA,CDG,2025-04-27,18:10,6,141,51,192
HT0928,TFN,LPA,2025-04-27,19:55,6,36,25,61
HT4125,CDG,MAD,2025-04-27,20:15,6,181,27,208
HT0922,LPA,TFN,2025-04-27,20:35,6,28,30,58
HT1255,RHO,DUS,2025-04-27,20:40,6,125,3,128
HT1385,BCN,TFN,2025-04-27,23:15,6,92,2,94
HT0928,TFN,LPA,2025-04-28,05:20,0,64,2,66
HT0922,LPA,TFN,2025-04-28,06:00,0,63,2,65
HT7636,OPO,FNC,2025-04-28,06:00,0,109,1,110
HT1650,FCO,CAG,2025-04-28,06:15,0,107,9,116
HT1234,LHR,DUB,2025-04-28,07:10,0,127,30,157
HT7614,CAG,FCO,2025-04-28,07:30,0,108,7,115
HT2087,MLA,FCO,2025-04-28,08:20,0,109,1,110
HT8601,DUB,LHR,2025-04-28,09:30,0,151,8,159
HT6578,PRG,MXP,2025-04-28,10:35,0,173,13,186
HT1517,FCO,MLA,2025-04-28,11:00,0,104,19,123
HT0928,TFN,LPA,2025-04-28,12:00,0,28,22,50
HT3245,MXP,PRG,2025-04-28,12:00,0,196,41,237
HT1234,LHR,DUB,2025-04-28,12:10,0,86,82,168
HT1650,FCO,CAG,2025-04-28,12:30,0,47,61,108
HT0922,LPA,TFN,2025-04-28,12:40,0,29,33,62
HT7614,CAG,FCO,2025-04-28,13:45,0,60,55,115
HT8601,DUB,LHR,2025-04-28,14:30,0,69,76,145
HT2087,MLA,FCO,2025-04-28,15:35,0,70,14,84
HT1650,FCO,CAG,2025-04-28,16:45,0,85,19,104
HT1234,LHR,DUB,2025-04-28,17:10,0,118,37,155
HT6578,PRG,MXP,2025-04-28,17:45,0,155,33,188
HT1517,FCO,MLA,2025-04-28,17:55,0,81,38,119
HT7614,CAG,FCO,2025-04-28,18:00,0,130,2,132
HT4447,FNC,OPO,2025-04-28,19:00,0,156,16,172
HT8601,DUB,LHR,2025-04-28,19:30,0,124,4,128
HT0928,TFN,LPA,2025-04-28,19:55,0,29,42,71
HT3245,MXP,PRG,2025-04-28,19:55,0,222,43,265
HT0922,LPA,TFN,2025-04-28,20:35,0,25,46,71
HT0928,TFN,LPA,2025-04-29,05:20,1,28,31,59
HT0922,LPA,TFN,2025-04-29,06:00,1,54,11,65
HT1234,LHR,DUB,2025-04-29,07:10,1,125,37,162
HT8601,DUB,LHR,2025-04-29,09:30,1,126,10,136
HT6578,PRG,MXP,2025-04-29,10:35,1,209,23,232
HT0928,TFN,LPA,2025-04-29,12:00,1,31,31,62
HT3245,MXP,PRG,2025-04-29,12:00,1,207,2,209
HT1234,LHR,DUB,2025-04-29,12:10,1,71,98,169
HT0922,LPA,TFN,2025-04-29,12:40,1,26,33,59
HT8069,MDA,CDG,2025-04-29,14:00,1,262,9,271
HT8601,DUB,LHR,2025-04-29,14:30,1,63,68,131
HT4125,CDG,MAD,2025-04-29,16:05,1,283,10,293
HT1234,LHR,DUB,2025-04-29,17:10,1,124,28,152
HT6578,PRG,MXP,2025-04-29,17:45,1,217,1,218
HT8069,MDA,CDG,2025-04-29,18:10,1,216,9,225
HT8601,DUB,LHR,2025-04-29,19:30,1,163,2,165
HT0928,TFN,LPA,2025-04-29,19:55,1,28,42,70
HT3245,MXP,PRG,2025-04-29,19:55,1,199,73,272
HT4125,CDG,MAD,2025-04-29,20:15,1,268,19,287
HT0922,LPA,TFN,2025-04-29,20:35,1,32,28,60
HT0928,TFN,LPA,2025-04-30,05:20,2,48,7,55
HT0922,LPA,TFN,2025-04-30,06:00,2,42,14,56
HT1650,FCO,CAG,2025-04-30,06:15,2,59,40,99
HT7614,CAG,FCO,2025-04-30,07:30,2,61,69,130
HT7132,MXP,SSH,2025-04-30,07:30,2,386,64,450
HT0928,TFN,LPA,2025-04-30,12:00,2,29,22,51
HT1650,FCO,CAG,2025-04-30,12:30,2,55,49,104
HT0922,LPA,TFN,2025-04-30,12:40,2,27,43,70
HT7614,CAG,FCO,2025-04-30,13:45,2,72,62,134
HT1650,FCO,CAG,2025-04-30,16:45,2,115,3,118
HT7614,CAG,FCO,2025-04-30,18:00,2,94,23,117
HT0928,TFN,LPA,2025-04-30,19:55,2,37,25,62
HT9943,SSH,MXP,2025-04-30,20:20,2,448,2,450
HT0922,LPA,TFN,2025-04-30,20:35,2,30,33,63
HT9072,PMI,RIX,2025-05-01,03:15,3,224,6,230
HT0928,TFN,LPA,2025-05-01,05:20,3,62,7,69
HT0922,LPA,TFN,2025-05-01,06:00,3,48,7,55
HT7636,OPO,FNC,2025-05-01,06:00,3,99,7,106
HT1234,LHR,DUB,2025-05-01,07:10,3,166,8,174
HT8601,DUB,LHR,2025-05-01,09:30,3,121,18,139
HT6578,PRG,MXP,2025-05-01,10:35,3,171,32,203
HT0928,TFN,LPA,2025-05-01,12:00,3,37,25,62
HT3245,MXP,PRG,2025-05-01,12:00,3,193,35,228
HT1234,LHR,DUB,2025-05-01,12:10,3,65,111,176
HT0922,LPA,TFN,2025-05-01,12:40,3,33,34,67
HT8069,MDA,CDG,2025-05-01,14:00,3,264,23,287
HT8601,DUB,LHR,2025-05-01,14:30,3,94,64,158
HT4125,CDG,MAD,2025-05-01,16:05,3,230,13,243
HT1234,LHR,DUB,2025-05-01,17:10,3,100,76,176
HT6578,PRG,MXP,2025-05-01,17:45,3,130,38,168
HT8069,MDA,CDG,2025-05-01,18:10,3,252,0,252
HT1839,RIX,PMI,2025-05-01,18:45,3,202,28,230
HT4447,FNC,OPO,2025-05-01,19:00,3,125,11,136
HT8601,DUB,LHR,2025-05-01,19:30,3,141,24,165
HT0928,TFN,LPA,2025-05-01,19:55,3,35,33,68
HT3245,MXP,PRG,2025-05-01,19:55,3,286,2,288
HT4125,CDG,MAD,2025-05-01,20:15,3,144,98,242
HT0922,LPA,TFN,2025-05-01,20:35,3,26,30,56
HT4505,BUD,KEF,2025-05-02,04:00,4,173,2,175
HT4858,LPL,LCA,2025-05-02,04:30,4,189,45,234
HT0928,TFN,LPA,2025-05-02,05:20,4,56,15,71
HT0922,LPA,TFN,2025-05-02,06:00,4,52,18,70
HT1650,FCO,CAG,2025-05-02,06:15,4,55,45,100
HT1234,LHR,DUB,2025-05-02,07:10,4,81,50,131
HT7614,CAG,FCO,2025-05-02,07:30,4,111,3,114
HT2087,MLA,FCO,2025-05-02,08:20,4,80,11,91
HT8601,DUB,LHR,2025-05-02,09:30,4,165,6,171
HT1517,FCO,MLA,2025-05-02,11:00,4,106,7,113
HT0928,TFN,LPA,2025-05-02,12:00,4,25,38,63
HT1234,LHR,DUB,2025-05-02,12:10,4,79,98,177
HT1650,FCO,CAG,2025-05-02,12:30,4,64,70,134
HT3677,TFN,BCN,2025-05-02,12:30,4,120,8,128
HT0922,LPA,TFN,2025-05-02,12:40,4,35,26,61
HT7614,CAG,FCO,2025-05-02,13:45,4,49,70,119
HT8069,MDA,CDG,2025-05-02,14:00,4,242,22,264
HT8601,DUB,LHR,2025-05-02,14:30,4,71,107,178
HT5089,LCA,LPL,2025-05-02,15:05,4,338,23,361
HT2087,MLA,FCO,2025-05-02,15:35,4,88,41,129
HT4125,CDG,MAD,2025-05-02,16:05,4,206,9,215
HT1650,FCO,CAG,2025-05-02,16:45,4,122,10,132
HT1234,LHR,DUB,2025-05-02,17:10,4,105,59,164
HT5996,KEF,BUD,2025-05-02,17:50,4,151,24,175
HT1517,FCO,MLA,2025-05-02,17:55,4,58,37,95
HT7614,CAG,FCO,2025-05-02,18:00,4,56,75,131
HT8069,MDA,CDG,2025-05-02,18:10,4,170,71,241
HT1028,LHR,TLS,2025-05-02,18:10,4,197,10,207
HT3704,TLS,LHR,2025-05-02,19:25,4,162,5,167
HT8601,DUB,LHR,2025-05-02,19:30,4,125,15,140
HT0928,TFN,LPA,2025-05-02,19:55,4,38,24,62
HT4125,CDG,MAD,2025-05-02,20:15,4,230,23,253
HT0922,LPA,TFN,2025-05-02,20:35,4,29,22,51
HT1028,LHR,TLS,2025-05-02,21:25,4,182,7,189
HT1385,BCN,TFN,2025-05-02,23:15,4,96,1,97
HT3704,TLS,LHR,2025-05-02,23:30,4,97,31,128
HT0928,TFN,LPA,2025-05-03,05:20,5,49,9,58
HT0922,LPA,TFN,2025-05-03,06:00,5,48,16,64
HT1650,FCO,CAG,2025-05-03,06:15,5,131,1,132
HT1234,LHR,DUB,2025-05-03,07:10,5,97,14,111
HT7614,CAG,FCO,2025-05-03,07:30,5,104,10,114
HT7132,MXP,SSH,2025-05-03,07:30,5,397,53,450
HT2087,MLA,FCO,2025-05-03,08:20,5,65,11,76
HT8601,DUB,LHR,2025-05-03,09:30,5,97,23,120
HT1517,FCO,MLA,2025-05-03,11:00,5,82,14,96
HT0928,TFN,LPA,2025-05-03,12:00,5,25,30,55
HT1234,LHR,DUB,2025-05-03,12:10,5,97,74,171
HT1650,FCO,CAG,2025-05-03,12:30,5,66,51,117
HT3677,TFN,BCN,2025-05-03,12:30,5,124,1,125
HT0922,LPA,TFN,2025-05-03,12:40,5,37,23,60
HT4540,DUS,RHO,2025-05-03,12:55,5,133,31,164
HT7614,CAG,FCO,2025-05-03,13:45,5,63,71,134
HT8601,DUB,LHR,2025-05-03,14:30,5,91,67,158
HT2087,MLA,FCO,2025-05-03,15:35,5,94,41,135
HT1650,FCO,CAG,2025-05-03,16:45,5,135,0,135
HT1234,LHR,DUB,2025-05-03,17:10,5,134,27,161
HT1517,FCO,MLA,2025-05-03,17:55,5,114,7,121
HT7614,CAG,FCO,2025-05-03,18:00,5,74,21,95
HT1028,LHR,TLS,2025-05-03,18:10,5,169,29,198
HT3704,TLS,LHR,2025-05-03,19:25,5,127,73,200
HT8601,DUB,LHR,2025-05-03,19:30,5,115,64,179
HT0928,TFN,LPA,2025-05-03,19:55,5,30,23,53
HT9943,SSH,MXP,2025-05-03,20:20,5,388,62,450
HT0922,LPA,TFN,2025-05-03,20:35,5,32,27,59
HT1255,RHO,DUS,2025-05-03,20:40,5,196,12,208
HT1028,LHR,TLS,2025-05-03,21:25,5,202,10,212
HT1385,BCN,TFN,2025-05-03,23:15,5,71,11,82
HT3704,TLS,LHR,2025-05-03,23:30,5,168,13,181
HT0928,TFN,LPA,2025-05-04,05:20,6,44,8,52
HT0922,LPA,TFN,2025-05-04,06:00,6,32,6,38
HT0928,TFN,LPA,2025-05-04,12:00,6,29,28,57
HT3677,TFN,BCN,2025-05-04,12:30,6,84,21,105
HT0922,LPA,TFN,2025-05-04,12:40,6,32,21,53
HT4540,DUS,RHO,2025-05-04,12:55,6,178,18,196
HT8069,MDA,CDG,2025-05-04,14:00,6,280,8,288
HT4125,CDG,MAD,2025-05-04,16:05,6,117,22,139
HT8069,MDA,CDG,2025-05-04,18:10,6,150,71,221
HT0928,TFN,LPA,2025-05-04,19:55,6,28,41,69
HT4125,CDG,MAD,2025-05-04,20:15,6,186,4,190
HT0922,LPA,TFN,2025-05-04,20:35,6,35,23,58
HT1255,RHO,DUS,2025-05-04,20:40,6,119,29,148
HT1385,BCN,TFN,2025-05-04,23:15,6,127,0,127
HT0928,TFN,LPA,2025-05-05,05:20,0,51,1,52
HT0922,LPA,TFN,2025-05-05,06:00,0,34,31,65
HT7636,OPO,FNC,2025-05-05,06:00,0,166,10,176
HT1650,FCO,CAG,2025-05-05,06:15,0,131,0,131
HT1234,LHR,DUB,2025-05-05,07:10,0,81,55,136
HT7614,CAG,FCO,2025-05-05,07:30,0,68,9,77
HT2087,MLA,FCO,2025-05-05,08:20,0,124,5,129
HT8601,DUB,LHR,2025-05-05,09:30,0,173,3,176
HT6578,PRG,MXP,2025-05-05,10:35,0,184,7,191
HT1517,FCO,MLA,2025-05-05,11:00,0,76,5,81
HT0928,TFN,LPA,2025-05-05,12:00,0,36,33,69
HT3245,MXP,PRG,2025-05-05,12:00,0,199,13,212
HT1234,LHR,DUB,2025-05-05,12:10,0,63,57,120
HT1650,FCO,CAG,2025-05-05,12:30,0,71,55,126
HT0922,LPA,TFN,2025-05-05,12:40,0,33,34,67
HT7614,CAG,FCO,2025-05-05,13:45,0,56,56,112
HT8601,DUB,LHR,2025-05-05,14:30,0,67,65,132
HT2087,MLA,FCO,2025-05-05,15:35,0,125,8,133
HT1650,FCO,CAG,2025-05-05,16:45,0,111,4,115
HT1234,LHR,DUB,2025-05-05,17:10,0,80,36,116
HT6578,PRG,MXP,2025-05-05,17:45,0,98,87,185
HT1517,FCO,MLA,2025-05-05,17:55,0,108,21,129
HT7614,CAG,FCO,2025-05-05,18:00,0,132,0,132
HT4447,FNC,OPO,2025-05-05,19:00,0,77,8,85
HT8601,DUB,LHR,2025-05-05,19:30,0,94,36,130
HT0928,TFN,LPA,2025-05-05,19:55,0,25,34,59
HT3245,MXP,PRG,2025-05-05,19:55,0,233,18,251
HT0922,LPA,TFN,2025-05-05,20:35,0,29,30,59
HT0928,TFN,LPA,2025-05-06,05:20,1,40,14,54
HT0922,LPA,TFN,2025-05-06,06:00,1,65,5,70
HT1234,LHR,DUB,2025-05-06,07:10,1,73,72,145
HT8601,DUB,LHR,2025-05-06,09:30,1,109,30,139
HT6578,PRG,MXP,2025-05-06,10:35,1,167,6,173
HT0928,TFN,LPA,2025-05-06,12:00,1,27,26,53
HT3245,MXP,PRG,2025-05-06,12:00,1,124,1,125
HT1234,LHR,DUB,2025-05-06,12:10,1,78,58,136
HT0922,LPA,TFN,2025-05-06,12:40,1,32,31,63
HT8069,MDA,CDG,2025-05-06,14:00,1,275,7,282
HT8601,DUB,LHR,2025-05-06,14:30,1,77,86,163
HT4125,CDG,MAD,2025-05-06,16:05,1,281,30,311
HT1234,LHR,DUB,2025-05-06,17:10,1,143,30,173
HT6578,PRG,MXP,2025-05-06,17:45,1,143,67,210
HT8069,MDA,CDG,2025-05-06,18:10,1,132,24,156
HT8601,DUB,LHR,2025-05-06,19:30,1,78,72,150
HT0928,TFN,LPA,2025-05-06,19:55,1,26,30,56
HT3245,MXP,PRG,2025-05-06,19:55,1,241,46,287
HT4125,CDG,MAD,2025-05-06,20:15,1,153,27,180
HT0922,LPA,TFN,2025-05-06,20:35,1,30,36,66
HT0928,TFN,LPA,2025-05-07,05:20,2,50,14,64
HT0922,LPA,TFN,2025-05-07,06:00,2,51,5,56
HT1650,FCO,CAG,2025-05-07,06:15,2,131,3,134
HT7614,CAG,FCO,2025-05-07,07:30,2,90,39,129
HT7132,MXP,SSH,2025-05-07,07:30,2,376,74,450
HT0928,TFN,LPA,2025-05-07,12:00,2,32,22,54
HT1650,FCO,CAG,2025-05-07,12:30,2,68,43,111
HT0922,LPA,TFN,2025-05-07,12:40,2,26,23,49
HT7614,CAG,FCO,2025-05-07,13:45,2,69,61,130
HT1650,FCO,CAG,2025-05-07,16:45,2,91,29,120
HT7614,CAG,FCO,2025-05-07,18:00,2,115,12,127
HT0928,TFN,LPA,2025-05-07,19:55,2,33,23,56
HT9943,SSH,MXP,2025-05-07,20:20,2,381,69,450
HT0922,LPA,TFN,2025-05-07,20:35,2,26,41,67
HT9072,PMI,RIX,2025-05-08,03:15,3,197,33,230
HT0928,TFN,LPA,2025-05-08,05:20,3,60,8,68
HT0922,LPA,TFN,2025-05-08,06:00,3,52,10,62
HT7636,OPO,FNC,2025-05-08,06:00,3,106,18,124
HT1234,LHR,DUB,2025-05-08,07:10,3,145,31,176
